Date,Open,High,Low,Close,Volume
2017-04-04,154000.0,155000.0,150000.0,152000.0,693275.0
2017-04-05,152500.0,152500.0,147000.0,150000.0,738030.0
2017-04-06,149500.0,150000.0,147500.0,148000.0,543682.0
2017-04-07,148000.0,149500.0,144000.0,144500.0,814773.0
2017-04-10,145000.0,147500.0,144500.0,146000.0,372373.0
2017-04-11,145000.0,145000.0,142500.0,142500.0,460813.0
2017-04-12,143000.0,144500.0,141500.0,141500.0,467523.0
2017-04-13,143000.0,144500.0,141000.0,142500.0,537212.0
2017-04-14,141500.0,143000.0,141000.0,142500.0,235481.0
2017-04-17,142500.0,144000.0,141000.0,144000.0,354807.0
2017-04-18,144500.0,144500.0,141000.0,141000.0,512212.0
2017-04-19,140000.0,140500.0,136500.0,137000.0,1028582.0
2017-04-20,137000.0,142000.0,137000.0,141500.0,837678.0
2017-04-21,142000.0,143000.0,141000.0,141500.0,520179.0
2017-04-24,141000.0,141500.0,139500.0,141500.0,474698.0
2017-04-25,142500.0,146500.0,142000.0,144500.0,670239.0
2017-04-26,145000.0,152000.0,144500.0,151000.0,1288277.0
2017-04-27,150000.0,151000.0,146500.0,147000.0,747891.0
2017-04-28,144000.0,146000.0,142500.0,144000.0,686242.0
2017-05-02,143000.0,152000.0,143000.0,151000.0,883476.0
2017-05-04,150500.0,153000.0,149500.0,152000.0,559335.0
2017-05-08,152000.0,158000.0,150500.0,158000.0,754482.0
2017-05-10,157000.0,160500.0,155500.0,156500.0,902973.0
2017-05-11,159000.0,159000.0,156500.0,157500.0,683676.0
2017-05-12,156000.0,157000.0,153500.0,155000.0,546718.0
2017-05-15,153000.0,156000.0,152000.0,154000.0,320821.0
2017-05-16,155000.0,158000.0,154500.0,157500.0,479777.0
2017-05-17,156000.0,159000.0,155000.0,158500.0,344159.0
2017-05-18,158000.0,166500.0,157500.0,165000.0,1274106.0
2017-05-19,167000.0,171000.0,160000.0,170000.0,1889722.0
2017-05-22,169000.0,171000.0,167000.0,170000.0,679426.0
2017-05-23,170000.0,173000.0,169000.0,170000.0,649405.0
2017-05-24,168500.0,170000.0,163500.0,164000.0,876331.0
2017-05-25,164500.0,167000.0,163500.0,165000.0,627476.0
